code,title,division,level
11 51 23,Library Stack Systems,11,3
11 52 00,Audio-Visual Equipment,11,2
11 52 13,Projection Screens,11,3
11 52 16,Projectors,11,3
11 52 19,Players and Recorders,11,3
11 56 00,Observatory Equipment,11,2
11 56 13,Telescopes,11,3
11 56 16,Telescope Mounts,11,3
11 56 19,Telescope Drive Mechanisms,11,3
11 56 23,Telescope Domes,11,3
11 57 00,Vocational Shop Equipment,11,2
11 59 00,Exhibit Equipment,11,2
11 60 00,Entertainment Equipment,11,2
11 61 00,Theater and Stage Equipment,11,2
11 61 13,Acoustical Shells,11,3
11 61 23,Folding and Portable Stages,11,3
11 61 33,Rigging Systems and Controls,11,3
11 61 43,Stage Curtains,11,3
11 62 00,Musical Equipment,11,2
11 65 00,Athletic and Recreational Equipment,11,2
11 66 00,Athletic Equipment,11,2
11 66 13,Exercise Equipment,11,3
11 66 23,Gymnasium Equipment,11,3
11 66 43,Interior Scoreboards,11,3
11 66 53,Gymnasium Dividers,11,3
11 67 00,Recreational Equipment,11,2
11 67 13,Bowling Alley Equipment,11,3
11 67 23,Shooting Range Equipment,11,3
11 67 43,Table Games Equipment,11,3
11 68 00,Play Field Equipment and Structures,11,2
11 68 13,Playground Equipment,11,3
11 68 16,Play Structures,11,3
11 68 23,Exterior Court Athletic Equipment,11,3
11 68 33,Athletic Field Equipment,11,3
11 68 43,Exterior Scoreboards,11,3
11 70 00,Healthcare Equipment,11,2
11 71 00,Medical Sterilizing Equipment,11,2
11 72 00,Examination and Treatment Equipment,11,2
11 72 13,Examination Equipment,11,3
11 72 53,Treatment Equipment,11,3
11 73 00,Patient Care Equipment,11,2
11 74 00,Dental Equipment,11,2
11 75 00,Optical Equipment,11,2
11 76 00,Operating Room Equipment,11,2
11 77 00,Radiology Equipment,11,2
11 78 00,Mortuary Equipment,11,2
11 78 13,Mortuary Refrigerators,11,3
11 78 16,Crematorium Equipment,11,3
11 78 19,Mortuary Lifts,11,3
11 79 00,Therapy Equipment,11,2
11 80 00,Collection and Disposal Equipment,11,2
11 82 00,Solid Waste Handling Equipment,11,2
11 82 13,Solid Waste Bins,11,3
11 82 19,Packaged Incinerators,11,3
11 82 23,Recycling Equipment,11,3
11 82 26,Waste Compactors and Destructors,11,3
11 82 29,Composting Equipment,11,3
11 90 00,Other Equipment,11,2
11 91 00,Religious Equipment,11,2
11 91 13,Baptisteries,11,3
11 92 00,Agricultural Equipment,11,2
11 92 13,Milkers,11,3
11 92 16,Stock Feeders,11,3
11 92 19,Stock Waterers,11,3
11 92 23,Agricultural Waste Clean-Up Equipment,11,3
11 93 00,Horticultural Equipment,11,2
11 93 13,Hydroponic Growing Systems,11,3
11 93 16,Seeders,11,3
11 93 19,Transplanters,11,3
11 93 23,Potting Machines,11,3
11 93 26,Flat Fillers,11,3
11 93 29,Baggers,11,3
11 93 33,Soil Mixers,11,3
12 00 00,Furnishings,12,1
12 01 00,Operation and Maintenance of Furnishings,12,2
12 05 00,Common Work Results for Furnishings,12,2
12 06 00,Schedules for Furnishings,12,2
12 08 00,Commissioning of Furnishings,12,2
12 10 00,Art,12,2
12 11 00,Murals,12,2
12 12 00,Wall Decorations,12,2
12 12 13,Commissioned Paintings,12,3
12 12 16,Framed Paintings,12,3
12 12 19,Framed Prints,12,3
12 12 23,Tapestries,12,3
12 12 26,Wall Hangings,12,3
12 14 00,Sculptures,12,2
12 17 00,Art Glass,12,2
12 19 00,Religious Art,12,2
12 20 00,Window Treatments,12,2
12 21 00,Window Blinds,12,2
12 21 13,Horizontal Louver Blinds,12,3
12 21 16,Vertical Louver Blinds,12,3
12 21 23,Roll-Down Blinds,12,3
12 21 26,Black-Out Blinds,12,3
12 22 00,Curtains and Drapes,12,2
12 22 13,Draperies,12,3
12 22 16,Drapery Track and Accessories,12,3
12 23 00,Interior Shutters,12,2
12 24 00,Window Shades,12,2
12 24 13,Roller Window Shades,12,3
12 24 16,Pleated Window Shades,12,3
12 25 00,Window Treatment Operating Hardware,12,2
12 25 13,Motorized Drapery Rods,12,3
12 30 00,Casework,12,2
12 31 00,Manufactured Metal Casework,12,2
12 31 16,Manufactured Metal Sandwich Panel Casework,12,3
12 32 00,Manufactured Wood Casework,12,2
12 32 13,Manufactured Wood-Veneer-Faced Casework,12,3
12 32 16,Manufactured Plastic-Laminate-Clad Casework,12,3
12 34 00,Manufactured Plastic Casework,12,2
12 34 16,Manufactured Solid-Plastic Casework,12,3
12 35 00,Specialty Casework,12,2
12 35 50,Educational/Library Casework,12,3
12 35 53,Laboratory Casework,12,3
12 35 59,Display Casework,12,3
12 35 70,Healthcare Casework,12,3
12 35 91,Religious Casework,12,3
12 36 00,Countertops,12,2
12 36 13,Concrete Countertops,12,3
12 36 16,Metal Countertops,12,3
12 36 19,Wood Countertops,12,3
12 36 23,Plastic Countertops,12,3
12 36 40,Stone Countertops,12,3
12 36 53,Laboratory Countertops,12,3
12 36 61,Simulated Stone Countertops,12,3
12 40 00,Furnishings and Accessories,12,2
12 41 00,Office Accessories,12,2
12 41 13,Desk Accessories,12,3
12 42 00,Table Accessories,12,2
12 42 13,Ceramics,12,3
12 42 16,Flatware,12,3
12 42 19,Hollowware,12,3
12 42 23,Glassware,12,3
12 42 26,Table Linens,12,3
12 43 00,Portable Lamps,12,2
12 43 13,Lamps,12,3
12 44 00,Bath Furnishings,12,2
12 44 13,Bath Linens,12,3
12 44 16,Shower Curtains,12,3
12 45 00,Bedroom Furnishings,12,2
12 45 13,Bed Linens,12,3
12 45 16,Pillows,12,3
12 46 00,Furnishing Accessories,12,2
12 46 13,Ash Receptacles,12,3
12 46 16,Bowls,12,3
12 46 19,Clocks,12,3
12 46 23,Decorative Crafts,12,3
12 46 26,Decorative Screens,12,3
12 46 29,Vases,12,3
12 46 33,Waste Receptacles,12,3
12 48 00,Rugs and Mats,12,2
12 48 13,Entrance Floor Mats and Frames,12,3
12 48 16,Entrance Floor Grilles,12,3
12 48 19,Entrance Floor Gratings,12,3
12 48 23,Entrance Floor Grids,12,3
12 48 26,Entrance Tile,12,3
12 48 43,Floor Mats,12,3
12 48 53,Rugs,12,3
12 50 00,Furniture,12,2
12 51 00,Office Furniture,12,2
12 51 16,Case Goods,12,3
12 51 19,Filing Cabinets,12,3
12 51 83,Custom Office Furniture,12,3
12 52 00,Seating,12,2
12 52 13,Chairs,12,3
12 52 19,Upholstered Seating,12,3
12 52 23,Office Seating,12,3
12 52 70,Healthcare Seating,12,3
12 52 83,Custom Seating,12,3
12 53 00,Retail Furniture,12,2
12 53 83,Custom Retail Furniture,12,3
12 54 00,Hospitality Furniture,12,2
12 54 13,Hotel and Motel Furniture,12,3
12 54 16,Restaurant Furniture,12,3
12 54 83,Custom Hospitality Furniture,12,3
12 55 00,Detention Furniture,12,2
12 55 13,Detention Bunks,12,3
12 55 16,Detention Desks,12,3
12 55 19,Detention Stools,12,3
12 55 23,Detention Tables,12,3
12 55 26,Detention Safety Clothes Hooks,12,3
12 55 83,Custom Detention Furniture,12,3
12 56 00,Institutional Furniture,12,2
12 56 33,Classroom Furniture,12,3
12 56 39,Lecterns,12,3
12 56 43,Dormitory Furniture,12,3
12 56 51,Library Furniture,12,3
12 56 52,Audio-Visual Furniture,12,3
12 56 53,Laboratory Furniture,12,3
12 56 70,Healthcare Furniture,12,3
12 56 83,Custom Institutional Furniture,12,3
12 57 00,Industrial Furniture,12,2
12 57 13,Welding Benches,12,3
12 57 16,Welding Screens,12,3
12 57 83,Custom Industrial Furniture,12,3
12 58 00,Residential Furniture,12,2
12 58 13,Couches and Loveseats,12,3
12 58 16,Residential Chairs,12,3
12 58 19,Dining Tables and Chairs,12,3
12 58 23,Coffee Tables,12,3
12 58 26,Entertainment Centers,12,3
12 58 29,Beds,12,3
12 58 33,Dressers,12,3
12 58 36,Nightstands,12,3
12 58 83,Custom Residential Furniture,12,3
12 59 00,Systems Furniture,12,2
12 59 13,Panel-Hung Component System Furniture,12,3
12 59 16,Free-Standing Component System Furniture,12,3
12 59 19,Beam System Furniture,12,3
12 59 23,Desk System Furniture,12,3
12 59 83,Custom Systems Furniture,12,3
12 60 00,Multiple Seating,12,2
12 61 00,Fixed Audience Seating,12,2
12 61 13,Upholstered Audience Seating,12,3
12 61 16,Molded-Plastic Audience Seating,12,3
12 62 00,Portable Audience Seating,12,2
12 62 13,Folding Chairs,12,3
12 62 16,Interlocking Chairs,12,3
12 62 19,Stacking Chairs,12,3
12 63 00,Stadium and Arena Seating,12,2
12 63 13,Stadium and Arena Bench Seating,12,3
12 63 23,Stadium and Arena Seats,12,3
12 64 00,Booths and Tables,12,2
12 65 00,Multiple-Use Fixed Seating,12,2
12 66 00,Telescoping Stands,12,2
12 66 13,Telescoping Bleachers,12,3
12 66 23,Telescoping Chair Platforms,12,3
12 67 00,Pews and Benches,12,2
12 67 13,Pews,12,3
12 67 23,Benches,12,3
12 68 00,Seat and Table Assemblies,12,2
12 68 13,Pedestal Tablet Arm Chairs,12,3
12 70 00,Unassigned,12,2
12 80 00,Unassigned,12,2
12 90 00,Other Furnishings,12,2
12 92 00,Interior Planters and Artificial Plants,12,2
12 92 13,Interior Artificial Plants,12,3
12 92 33,Interior Planters,12,3
12 92 43,Interior Landscaping Accessories,12,3
12 93 00,Site Furnishings,12,2
12 93 13,Bicycle Racks,12,3
12 93 23,Trash and Litter Receptors,12,3
12 93 33,Manufactured Planters,12,3
12 93 43,Site Seating and Tables,12,3
13 00 00,Special Construction,13,1
13 01 00,Operation and Maintenance of Special Construction,13,2
13 05 00,Common Work Results for Special Construction,13,2
13 06 00,Schedules for Special Construction,13,2
13 08 00,Commissioning of Special Construction,13,2
13 10 00,Special Facility Components,13,2
13 11 00,Swimming Pools,13,2
13 12 00,Fountains,13,2
13 13 00,Aquariums,13,2
13 14 00,Amusement Park Structures and Equipment,13,2
13 17 00,Tubs and Pools,13,2
13 18 00,Ice Rinks,13,2
13 20 00,Special Purpose Rooms,13,2
13 21 00,Controlled Environment Rooms,13,2
13 22 00,Office Shelters and Booths,13,2
13 23 00,Planetariums,13,2
13 24 00,Special Activity Rooms,13,2
13 26 00,Fabricated Rooms,13,2
13 27 00,Vaults,13,2
13 28 00,Athletic and Recreational Special Construction,13,2
13 28 13,Indoor Soccer Boards,13,3
13 28 16,Safety Netting,13,3
13 28 19,Arena Football Boards,13,3
13 28 26,Floor Sockets,13,3
13 28 33,Athletic and Recreational Court Walls,13,3
13 30 00,Special Structures,13,2
13 31 00,Fabric Structures,13,2
13 34 00,Fabricated Engineered Structures,13,2
13 34 13,Glazed Structures,13,3
13 34 16,Grandstands and Bleachers,13,3
13 34 19,Metal Building Systems,13,3
13 34 23,Fabricated Structures,13,3
13 34 56,Observatories,13,3
13 36 00,Towers,13,2
13 36 13,Metal Towers,13,3
13 36 23,Wood Towers,13,3
13 40 00,Integrated Construction,13,2
13 42 00,Building Modules,13,2
13 44 00,Modular Mezzanines,13,2
13 48 00,"Sound, Vibration, and Seismic Control",13,2
13 49 00,Radiation Protection,13,2
13 50 00,Special Instrumentation,13,2
13 51 00,Stress Instrumentation,13,2
13 52 00,Seismic Instrumentation,13,2
13 53 00,Meteorological Instrumentation,13,2
13 53 13,Solar Instrumentation,13,3
13 53 23,Wind Instrumentation,13,3
14 00 00,Conveying Equipment,14,1
14 01 00,Operation and Maintenance of Conveying Equipment,14,2
14 05 00,Common Work Results for Conveying Equipment,14,2
14 06 00,Schedules for Conveying Equipment,14,2
14 08 00,Commissioning of Conveying Equipment,14,2
14 10 00,Dumbwaiters,14,2
14 11 00,Manual Dumbwaiters,14,2
14 12 00,Electric Dumbwaiters,14,2
14 14 00,Hydraulic Dumbwaiters,14,2
14 20 00,Elevators,14,2
14 21 00,Electric Traction Elevators,14,2
14 24 00,Hydraulic Elevators,14,2
14 26 00,Limited-Use/Limited-Application Elevators,14,2
14 27 00,Custom Elevator Cabs,14,2
14 28 00,Elevator Equipment and Controls,14,2
14 28 13,Elevator Doors,14,3
14 28 16,Elevator Controls,14,3
14 28 19,Elevator Equipment,14,3
14 30 00,Escalators and Moving Walks,14,2
14 31 00,Escalators,14,2
14 33 00,Moving Ramps,14,2
14 33 13,Motorized Ramps,14,3
14 33 16,Powered Ramps,14,3
14 40 00,Lifts,14,2
14 41 00,People Lifts,14,2
14 42 00,Wheelchair Lifts,14,2
14 43 00,Platform Lifts,14,2
14 44 00,Sidewalk Lifts,14,2
14 45 00,Vehicle Lifts,14,2
14 70 00,Turntables,14,2
14 71 00,Industrial Turntables,14,2
14 83 00,Elevating Platforms,14,2
14 84 00,Powered Scaffolding,14,2
14 90 00,Other Conveying Equipment,14,2
14 91 00,Facility Chutes,14,2
14 91 13,Coal Chutes,14,3
14 91 23,Escape Chutes,14,3
14 91 33,Laundry and Linen Chutes,14,3
14 91 82,Trash Chutes,14,3
14 92 00,Pneumatic Tube Systems,14,2
21 00 00,Fire Suppression,21,1
21 01 00,Operation and Maintenance of Fire Suppression,21,2
21 05 00,Common Work Results for Fire Suppression,21,2
21 06 00,Schedules for Fire Suppression,21,2
21 07 00,Fire Suppression Systems Insulation,21,2
21 08 00,Commissioning of Fire Suppression,21,2
21 09 00,Instrumentation and Control for Fire-Suppression Systems,21,2
21 10 00,Water-Based Fire-Suppression Systems,21,2
21 11 00,Facility Fire-Suppression Water-Service Piping,21,2
21 12 00,Fire-Suppression Standpipes,21,2
21 12 13,Fire-Suppression Hoses and Nozzles,21,3
21 12 16,Fire-Suppression Hose Reels,21,3
21 12 19,Fire-Suppression Hose Racks,21,3
21 12 23,Fire-Suppression Hose Valves,21,3
21 12 26,Fire-Suppression Valve and Hose Cabinets,21,3
21 13 00,Fire-Suppression Sprinkler Systems,21,2
21 13 13,Wet-Pipe Sprinkler Systems,21,3
21 13 16,Dry-Pipe Sprinkler Systems,21,3
21 13 19,Preaction Sprinkler Systems,21,3
21 13 23,Combined Dry-Pipe and Preaction Sprinkler Systems,21,3
21 13 26,Deluge Fire-Suppression Sprinkler Systems,21,3
21 13 29,Water Spray Fixed Systems,21,3
21 13 36,Antifreeze Sprinkler Systems,21,3
21 13 39,Foam-Water Systems,21,3
21 20 00,Fire-Extinguishing Systems,21,2
21 21 00,Carbon-Dioxide Fire-Extinguishing Systems,21,2
21 21 13,Carbon-Dioxide Fire-Extinguishing Piping,21,3
21 21 16,Carbon-Dioxide Fire-Extinguishing Equipment,21,3
21 22 00,Clean-Agent Fire-Extinguishing Systems,21,2
21 22 13,Clean-Agent Fire-Extinguishing Piping,21,3
21 22 16,Clean-Agent Fire-Extinguishing Equipment,21,3
21 23 00,Wet-Chemical Fire-Extinguishing Systems,21,2
21 23 13,Wet-Chemical Fire-Extinguishing Piping,21,3
21 23 16,Wet-Chemical Fire-Extinguishing Equipment,21,3
21 24 00,Dry-Chemical Fire-Extinguishing Systems,21,2
21 24 13,Dry-Chemical Fire-Extinguishing Piping,21,3
21 24 16,Dry-Chemical Fire-Extinguishing Equipment,21,3
21 30 00,Fire Pumps,21,2
21 31 00,Centrifugal Fire Pumps,21,2
21 31 13,"Electric-Drive, Centrifugal Fire Pumps",21,3
21 31 16,"Diesel-Drive, Centrifugal Fire Pumps",21,3
21 32 00,Vertical-Turbine Fire Pumps,21,2
21 32 13,"Electric-Drive, Vertical-Turbine Fire Pumps",21,3
21 32 16,"Diesel-Drive, Vertical-Turbine Fire Pumps",21,3
21 33 00,Positive-Displacement Fire Pumps,21,2
21 33 13,"Electric-Drive, Positive-Displacement Fire Pumps",21,3
21 33 16,"Diesel-Drive, Positive-Displacement Fire Pumps",21,3
21 40 00,Fire-Suppression Water Storage,21,2
21 41 00,Storage Tanks for Fire-Suppression Water,21,2
21 41 13,Pressurized Storage Tanks for Fire-Suppression Water,21,3
21 41 16,Elevated Storage Tanks for Fire-Suppression Water,21,3
21 41 19,Roof-Mounted Storage Tanks for Fire-Suppression Water,21,3
21 41 23,Ground Suction Storage Tanks for Fire-Suppression Water,21,3
21 41 26,Underground Storage Tanks for Fire-Suppression Water,21,3
21 41 29,Storage Tanks for Fire-Suppression Water Additives,21,3
22 00 00,Plumbing,22,1
22 01 00,Operation and Maintenance of Plumbing,22,2
22 05 00,Common Work Results for Plumbing,22,2
22 06 00,Schedules for Plumbing,22,2
22 07 00,Plumbing Insulation,22,2
22 08 00,Commissioning of Plumbing,22,2
22 09 00,Instrumentation and Control for Plumbing,22,2
22 10 00,Plumbing Piping and Pumps,22,2
22 11 00,Facility Water Distribution,22,2
22 12 00,Facility Potable-Water Storage Tanks,22,2
22 13 00,Facility Sanitary Sewerage,22,2
22 13 23,Sanitary Waste Interceptors,22,3
22 13 26,Sanitary Waste Separators,22,3
22 13 29,Sanitary Sewerage Pumps,22,3
22 13 33,"Packaged, Submersible Sewerage Pump Units",22,3
22 13 36,"Packaged, Wastewater Pump Units",22,3
22 13 43,Facility Packaged Sewage Pumping Stations,22,3
22 13 53,Facility Septic Tanks,22,3
22 14 00,Facility Storm Drainage,22,2
22 14 13,Facility Storm Drainage Piping,22,3
22 14 16,Rainwater Leaders,22,3
22 14 19,Sump Pump Discharge Piping,22,3
22 14 23,Storm Drainage Piping Specialties,22,3
22 14 26,Facility Storm Drains,22,3
22 14 29,Sump Pumps,22,3
22 14 33,"Packaged, Pedestal Drainage Pump Units",22,3
22 14 36,"Packaged, Submersible, Drainage Pump Units",22,3
22 15 00,General Service Compressed-Air Systems,22,2
22 15 13,General Service Compressed-Air Piping,22,3
22 15 16,General Service Compressed-Air Valves,22,3
22 15 19,General Service Packaged Air Compressors and Receivers,22,3
22 30 00,Plumbing Equipment,22,2
22 31 00,Domestic Water Softeners,22,2
22 31 13,Residential Domestic Water Softeners,22,3
22 31 16,Commercial Domestic Water Softeners,22,3
22 32 00,Domestic Water Filtration Equipment,22,2
22 32 13,Domestic-Water Bag-Type Filters,22,3
22 32 16,Domestic-Water Freestanding Cartridge Filters,22,3
22 32 19,Domestic-Water Off-Floor Cartridge Filters,22,3
22 32 23,Domestic-Water Carbon Filters,22,3
22 32 26,Domestic-Water Sand Filters,22,3
22 33 00,Electric Domestic Water Heaters,22,2
22 33 13,Instantaneous Electric Domestic Water Heaters,22,3
22 33 30,"Residential, Electric Domestic Water Heaters",22,3
22 33 33,Light-Commercial Electric Domestic Water Heaters,22,3
22 33 36,Commercial Domestic Water Electric Booster Heaters,22,3
22 34 00,Fuel-Fired Domestic Water Heaters,22,2
22 34 13,"Instantaneous, Tankless, Gas Domestic Water Heaters",22,3
22 34 30,Residential Gas Domestic Water Heaters,22,3
22 34 36,Commercial Gas Domestic Water Heaters,22,3
22 34 46,Oil-Fired Domestic Water Heaters,22,3
22 34 56,Dual-Fuel-Fired Domestic Water Heaters,22,3
22 35 00,Domestic Water Heat Exchangers,22,2
22 35 13,Instantaneous Domestic Water Heat Exchangers,22,3
22 35 23,"Circulating, Domestic Water Heat Exchangers",22,3
22 35 29,"Noncirculating, Domestic Water Heat Exchangers",22,3
22 35 36,Domestic Water Brazed-Plate Heat Exchangers,22,3
22 35 39,Domestic Water Frame-and-Plate Heat Exchangers,22,3
22 35 43,Domestic Water Heat Reclaimers,22,3
22 40 00,Plumbing Fixtures,22,2
22 41 00,Residential Plumbing Fixtures,22,2
22 42 00,Commercial Plumbing Fixtures,22,2
22 43 00,Healthcare Plumbing Fixtures,22,2
22 45 00,Emergency Plumbing Fixtures,22,2
22 46 00,Security Plumbing Fixtures,22,2
22 47 00,Drinking Fountains and Water Coolers,22,2
22 50 00,Pool and Fountain Plumbing Systems,22,2
22 51 00,Swimming Pool Plumbing Systems,22,2
22 52 00,Fountain Plumbing Systems,22,2
22 60 00,Gas and Vacuum Systems for Laboratory and Healthcare Facilities,22,2
22 61 00,Compressed-Air Systems for Laboratory and Healthcare Facilities,22,2
22 62 00,Vacuum Systems for Laboratory and Healthcare Facilities,22,2
22 63 00,Gas Systems for Laboratory and Healthcare Facilities,22,2
22 66 00,Chemical-Waste Systems for Laboratory and Healthcare Facilities,22,2
22 67 00,Processed Water Systems for Laboratory and Healthcare Facilities,22,2
23 00 00,"Heating, Ventilating, and Air-Conditioning (HVAC)",23,1
23 01 00,Operation and Maintenance of HVAC Systems,23,2
23 05 00,Common Work Results for HVAC,23,2
23 06 00,Schedules for HVAC,23,2
23 07 00,HVAC Insulation,23,2
23 07 13,Duct Insulation,23,3
23 07 16,HVAC Equipment Insulation,23,3
23 07 19,HVAC Piping Insulation,23,3
23 08 00,Commissioning of HVAC,23,2
23 09 00,Instrumentation and Control for HVAC,23,2
23 09 13,Instrumentation and Control Devices for HVAC,23,3
23 09 23,Direct-Digital Control System for HVAC,23,3
23 09 33,Electric and Electronic Control System for HVAC,23,3
23 09 43,Pneumatic Control System for HVAC,23,3
23 09 53,Pneumatic and Electric Control System for HVAC,23,3
23 09 93,Sequence of Operations for HVAC Controls,23,3
23 10 00,Facility Fuel Systems,23,2
23 11 00,Facility Fuel Piping,23,2
23 11 13,Facility Fuel-Oil Piping,23,3
23 11 16,Facility Gasoline Piping,23,3
23 11 23,Facility Natural-Gas Piping,23,3
23 11 26,Facility Liquefied-Petroleum Gas Piping,23,3
23 12 00,Facility Fuel Pumps,23,2
23 12 13,Facility Fuel-Oil Pumps,23,3
23 12 16,Facility Gasoline Dispensing Pumps,23,3
23 13 00,Facility Fuel-Storage Tanks,23,2
23 13 13,"Facility Underground Fuel-Oil, Storage Tanks",23,3
23 13 23,"Facility Aboveground Fuel-Oil, Storage Tanks",23,3
23 20 00,HVAC Piping and Pumps,23,2
23 21 00,Hydronic Piping and Pumps,23,2
23 21 13,Hydronic Piping,23,3
23 21 23,Hydronic Pumps,23,3
23 21 29,Automatic Condensate Pump Units,23,3
23 22 00,Steam and Condensate Piping and Pumps,23,2
23 22 13,Steam and Condensate Heating Piping,23,3
23 22 23,Steam Condensate Pumps,23,3
23 23 00,Refrigerant Piping,23,2
23 23 13,Refrigerant Piping Valves,23,3
23 23 16,Refrigerant Piping Specialties,23,3
23 23 19,Refrigerant Safety Relief Valve Discharge Piping,23,3
23 23 23,Refrigerants,23,3
23 24 00,Internal-Combustion Engine Piping,23,2
23 24 13,Internal-Combustion Engine Remote-Radiator Coolant Piping,23,3
23 24 16,Internal-Combustion Engine Exhaust Piping,23,3
23 25 00,HVAC Water Treatment,23,2
23 25 13,Water Treatment for Closed-Loop Hydronic Systems,23,3
23 25 16,Water Treatment for Open Hydronic Systems,23,3
23 25 19,Water Treatment for Steam System Feedwater,23,3
23 25 23,Water Treatment for Humidification Steam System Feedwater,23,3
23 30 00,HVAC Air Distribution,23,2
23 31 00,HVAC Ducts and Casings,23,2
23 31 13,Metal Ducts,23,3
23 31 16,Nonmetal Ducts,23,3
23 31 19,HVAC Casings,23,3
23 32 00,Air Plenums and Chases,23,2
23 32 13,"Fabricated, Metal Air Plenums",23,3
23 32 33,Air-Distribution Ceiling Plenums,23,3
23 32 36,Air-Distribution Floor Plenums,23,3
23 32 39,Air-Distribution Wall Plenums,23,3
23 32 43,Air-Distribution Chases Formed by General Construction,23,3
23 32 48,Acoustical Air Plenums,23,3
23 33 00,Air Duct Accessories,23,2
23 33 13,Dampers,23,3
23 33 19,Duct Silencers,23,3
23 33 23,Turning Vanes,23,3
23 33 33,Duct-Mounting Access Doors,23,3
23 33 43,Flexible Connectors,23,3
23 33 46,Flexible Ducts,23,3
23 33 53,Duct Liners,23,3
23 34 00,HVAC Fans,23,2
23 34 13,Axial HVAC Fans,23,3
23 34 16,Centrifugal HVAC Fans,23,3
23 34 23,HVAC Power Ventilators,23,3
23 34 33,Air Curtains,23,3
23 35 00,Special Exhaust Systems,23,2
23 35 13,Sawdust Collection Systems,23,3
23 35 16,Engine Exhaust Systems,23,3
23 36 00,Air Terminal Units,23,2
23 36 13,Constant-Air-Volume Units,23,3
23 36 16,Variable-Air-Volume Units,23,3
23 37 00,Air Outlets and Inlets,23,2
23 37 13,"Diffusers, Registers, and Grilles",23,3
23 37 16,Fabric Air Distribution Devices,23,3
23 37 23,HVAC Gravity Ventilators,23,3
23 38 00,Ventilation Hoods,23,2
23 38 13,Commercial-Kitchen Hoods,23,3
23 38 16,Fume Hoods,23,3
23 40 00,HVAC Air Cleaning Devices,23,2
23 41 00,Particulate Air Filtration,23,2
23 41 13,Panel Air Filters,23,3
23 41 16,Renewable-Media Air Filters,23,3
23 41 19,Washable Air Filters,23,3
23 41 23,Extended Surface Filters,23,3
23 41 33,High-Efficiency Particulate Filtration,23,3
23 41 43,Ultra-Low Penetration Filtration,23,3
23 41 46,Super Ultra-Low Penetration Filtration,23,3
23 42 00,Gas-Phase Air Filtration,23,2
23 42 13,Activated-Carbon Air Filtration,23,3
23 42 16,Chemically-Impregnated Adsorption Air Filtration,23,3
23 42 19,Catalytic-Adsorption Air Filtration,23,3
23 43 00,Electronic Air Cleaners,23,2
23 43 13,Washable Electronic Air Cleaners,23,3
23 43 16,Agglomerator Electronic Air Cleaners,23,3
23 43 23,Self-Contained Electronic Air Cleaners,23,3
23 50 00,Central Heating Equipment,23,2
23 51 00,"Breechings, Chimneys, and Stacks",23,2
23 51 13,Draft Control Devices,23,3
23 51 16,Fabricated Breechings and Accessories,23,3
23 51 19,Fabricated Stacks,23,3
23 51 23,Gas Vents,23,3
23 51 33,Insulated Sectional Chimneys,23,3
23 51 43,Flue-Gas Filtration Equipment,23,3
23 52 00,Heating Boilers,23,2
23 52 13,Electric Boilers,23,3
23 52 16,Condensing Boilers,23,3
23 52 19,Pulse Combustion Boilers,23,3
23 52 23,Cast-Iron Boilers,23,3
23 52 33,Water-Tube Boilers,23,3
23 52 39,Fire-Tube Boilers,23,3
23 53 00,Heating Boiler Feedwater Equipment,23,2
23 53 13,Boiler Feedwater Pumps,23,3
23 53 16,Deaerators,23,3
23 54 00,Furnaces,23,2
23 54 13,Electric-Resistance Furnaces,23,3
23 54 16,Fuel-Fired Furnaces,23,3
23 55 00,Fuel-Fired Heaters,23,2
23 55 13,Fuel-Fired Duct Heaters,23,3
23 55 23,Gas-Fired Radiant Heaters,23,3
23 55 33,Fuel-Fired Unit Heaters,23,3
23 56 00,Solar Energy Heating Equipment,23,2
23 56 13,Heating Solar Collectors,23,3
23 56 16,Packaged Solar Heating Equipment,23,3
23 57 00,Heat Exchangers for HVAC,23,2
23 57 13,Steam-to-Steam Heat Exchangers,23,3
23 57 16,Steam-to-Water Heat Exchangers,23,3
23 57 19,Liquid-to-Liquid Heat Exchangers,23,3
23 57 33,Direct Geoexchange Heat Exchangers,23,3
23 60 00,Central Cooling Equipment,23,2
23 61 00,Refrigerant Compressors,23,2
23 61 13,Centrifugal Refrigerant Compressors,23,3
23 61 16,Reciprocating Refrigerant Compressors,23,3
23 61 19,Scroll Refrigerant Compressors,23,3
23 61 23,Rotary-Screw Refrigerant Compressors,23,3
23 62 00,Packaged Compressor and Condenser Units,23,2
23 62 13,Packaged Air-Cooled Refrigerant Compressor and Condenser Units,23,3
23 62 23,Packaged Water-Cooled Refrigerant Compressor and Condenser Units,23,3
23 63 00,Refrigerant Condensers,23,2
23 63 13,Air-Cooled Refrigerant Condensers,23,3
23 63 23,Water-Cooled Refrigerant Condensers,23,3
23 63 33,Evaporative Refrigerant Condensers,23,3
23 64 00,Packaged Water Chillers,23,2
23 64 13,Absorption Water Chillers,23,3
23 64 16,Centrifugal Water Chillers,23,3
23 64 19,Reciprocating Water Chillers,23,3
23 64 23,Scroll Water Chillers,23,3
23 64 26,Rotary-Screw Water Chillers,23,3
23 65 00,Cooling Towers,23,2
23 65 13,Forced-Draft Cooling Towers,23,3
23 65 16,Natural-Draft Cooling Towers,23,3
23 65 23,Field-Erected Cooling Towers,23,3
23 65 33,Liquid Coolers,23,3
23 70 00,Central HVAC Equipment,23,2
23 71 00,Thermal Storage,23,2
23 71 13,Thermal Heat Storage,23,3
